quality_grade,observed_on_details.date,species_guess,public_positional_accuracy,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
research,2022-10-30,Asian Lady Beetle,1.0,Harmonia axyridis,"[-1.9058970332, 53.2546541394]",True,3,0,"[53.2546541394, -1.9058970332]","Buxton SK17, UK",53.2546541394,-1.9058970332
research,2022-10-27,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-2.6079375576, 51.4541090699]",True,1,0,"[51.4541090699, -2.6079375576]","Jacob's Wells Road, Bristol, England, GB",51.4541090699,-2.6079375576
research,2022-10-29,Harlekin-Marienkäfer,20.0,Harmonia axyridis,"[-2.3627283333, 51.375745]",True,1,0,"[51.375745, -2.3627283333]","Chaucer Road, Bath, England, GB",51.375745,-2.3627283333
research,2022-10-29,Harlekin-Marienkäfer,26100.0,Harmonia axyridis,"[1.5634953372, 52.1736807809]",False,2,0,"[52.1736807809, 1.5634953372]","Suffolk, England, GB",52.1736807809,1.5634953372
research,2022-10-29,Asian Lady Beetle,21.0,Harmonia axyridis,"[-0.1307444423, 51.5350570679]",True,2,0,"[51.5350570679, -0.1307444423]",Greater London,51.5350570679,-0.1307444423
research,2022-10-28,Asian Lady Beetle,26196.0,Harmonia axyridis,"[0.0524710545, 51.4309836149]",True,1,0,"[51.4309836149, 0.0524710545]","England, GB",51.4309836149,0.0524710545
research,2022-10-24,Harlekin-Marienkäfer,61.0,Harmonia axyridis,"[-3.2614981112, 55.9416258987]",True,2,0,"[55.9416258987, -3.2614981112]","Edinburgh, UK",55.9416258987,-3.2614981112
research,2022-10-28,Asian Lady Beetle,7.0,Harmonia axyridis,"[-4.01581945, 52.4520216667]",True,4,1,"[52.4520216667, -4.01581945]","Tirymynach Community, Bow Street, Wales, GB",52.4520216667,-4.01581945
research,2022-10-28,Harlekin-Marienkäfer,130.0,Harmonia axyridis,"[-4.2922290256, 55.8702754431]",False,2,0,"[55.8702754431, -4.2922290256]","Kelvingrove Park, Glasgow, Scotland, GB",55.8702754431,-4.2922290256
research,2022-10-28,Harlekin-Marienkäfer,123.0,Harmonia axyridis,"[-4.2935574583, 55.8697699922]",True,2,0,"[55.8697699922, -4.2935574583]","River Kelvin, Glasgow, Scotland, GB",55.8697699922,-4.2935574583
research,2022-10-28,Asian Lady Beetle,66.0,Harmonia axyridis,"[-4.1278948784, 50.3714370728]",True,4,1,"[50.3714370728, -4.1278948784]",Plymouth,50.3714370728,-4.1278948784
research,2022-10-28,Harlekin-Marienkäfer,238.0,Harmonia axyridis,"[-2.9302382459, 54.9043312152]",True,2,0,"[54.9043312152, -2.9302382459]","Rickerby Park, Carlisle, UK",54.9043312152,-2.9302382459
research,2022-10-28,Harlekin-Marienkäfer,11.0,Harmonia axyridis,"[-0.234095, 51.4801333333]",True,1,0,"[51.4801333333, -0.234095]","Richmond upon Thames, London, England, GB",51.4801333333,-0.234095
research,2022-10-23,Asian Lady Beetle,10.0,Harmonia axyridis,"[0.3764916667, 51.4407416667]",False,3,0,"[51.4407416667, 0.3764916667]","Park Pl, Gravesend, England, GB",51.4407416667,0.3764916667
research,2022-10-28,Asian Lady Beetle,51.0,Harmonia axyridis,"[-2.5658316538, 51.4729361725]",,2,0,"[51.4729361725, -2.5658316538]","Eastville, Bristol, UK",51.4729361725,-2.5658316538
research,2022-10-28,Harlekin-Marienkäfer,30.0,Harmonia axyridis,"[-2.5658490881, 51.4729449437]",,2,0,"[51.4729449437, -2.5658490881]","Eastville, Bristol, UK",51.4729449437,-2.5658490881
research,2022-10-28,Harlekin-Marienkäfer,32.0,Harmonia axyridis,"[-2.5658075139, 51.473005089]",,2,0,"[51.473005089, -2.5658075139]","Eastville, Bristol, UK",51.473005089,-2.5658075139
research,2022-10-28,Harlekin-Marienkäfer,6.0,Harmonia axyridis,"[-3.2339556543, 50.6891413275]",True,1,0,"[50.6891413275, -3.2339556543]","Sidmouth, UK",50.6891413275,-3.2339556543
research,2022-10-28,Asian Lady Beetle,8.0,Harmonia axyridis,"[-3.2338551557, 50.6892193355]",True,4,1,"[50.6892193355, -3.2338551557]","Sidmouth, UK",50.6892193355,-3.2338551557
research,2022-10-27,Harlekin-Marienkäfer,179.0,Harmonia axyridis,"[-2.4053862896, 51.7403761426]",True,1,0,"[51.7403761426, -2.4053862896]","Slimbridge Wildfowl & Wetland Centre, Gloucester, England, GB",51.7403761426,-2.4053862896
research,2022-10-23,Harlekin-Marienkäfer,173.0,Harmonia axyridis,"[-1.3726811484, 54.9092372893]",False,2,0,"[54.9092372893, -1.3726811484]",Low Street,54.9092372893,-1.3726811484
research,2022-10-28,Asian Lady Beetle,35.0,Harmonia axyridis,"[0.185946934, 52.0794449021]",True,1,0,"[52.0794449021, 0.185946934]","Cambridge Road, Saffron Walden, England, GB",52.0794449021,0.185946934
research,2022-10-18,Asian Lady Beetle,46.0,Harmonia axyridis,"[-2.1409387, 52.5919521]",True,4,1,"[52.5919521, -2.1409387]","West Park, Wolverhampton, England, GB",52.5919521,-2.1409387
research,2022-10-28,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-1.5324067647, 52.3002010161]",,2,0,"[52.3002010161, -1.5324067647]","Lillington Ave, Leamington Spa, England, GB",52.3002010161,-1.5324067647
research,2022-10-27,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.0618700833, 52.605381]",,2,0,"[52.605381, -2.0618700833]","Wolverhampton WV11, UK",52.605381,-2.0618700833
research,2022-10-27,Asian Lady Beetle,268.0,Harmonia axyridis,"[-1.1810979049, 50.6082390779]",True,4,1,"[50.6082390779, -1.1810979049]","Shanklin PO37, UK",50.6082390779,-1.1810979049
research,2022-10-27,Harlekin-Marienkäfer,443.0,Harmonia axyridis,"[-1.1818397133, 50.6080014377]",True,2,0,"[50.6080014377, -1.1818397133]","Shanklin PO37, UK",50.6080014377,-1.1818397133
research,2022-10-27,Harlekin-Marienkäfer,276.0,Harmonia axyridis,"[-1.1811455988, 50.6075523685]",True,2,0,"[50.6075523685, -1.1811455988]","Shanklin PO37, UK",50.6075523685,-1.1811455988
research,2022-10-27,Harlekin-Marienkäfer,585.0,Harmonia axyridis,"[-1.1794288885, 50.6092140372]",True,2,0,"[50.6092140372, -1.1794288885]","Shanklin PO37, UK",50.6092140372,-1.1794288885
research,2022-10-25,Harlekin-Marienkäfer,15.0,Harmonia axyridis,"[-0.12068393, 51.5846428218]",True,1,0,"[51.5846428218, -0.12068393]","lightfoot road London, UK",51.5846428218,-0.12068393
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8222948255, 53.0690105322]",True,1,0,"[53.0690105322, -0.8222948255]","Devon Park, Newark-on-Trent, UK",53.0690105322,-0.8222948255
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8223618808, 53.0689420386]",True,1,0,"[53.0689420386, -0.8223618808]","Devon Park, Newark-on-Trent, UK",53.0689420386,-0.8223618808
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8223122599, 53.0689831348]",True,1,0,"[53.0689831348, -0.8223122599]","Devon Park, Newark-on-Trent, UK",53.0689831348,-0.8223122599
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8223711009, 53.0689403766]",True,1,0,"[53.0689403766, -0.8223711009]","Devon Park, Newark-on-Trent, UK",53.0689403766,-0.8223711009
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8223268444, 53.0689814728]",True,1,0,"[53.0689814728, -0.8223268444]","Devon Park, Newark-on-Trent, UK",53.0689814728,-0.8223268444
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8223442788, 53.0689653567]",True,1,0,"[53.0689653567, -0.8223442788]","Devon Park, Newark-on-Trent, UK",53.0689653567,-0.8223442788
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8222906346, 53.0689895309]",True,1,0,"[53.0689895309, -0.8222906346]","Devon Park, Newark-on-Trent, UK",53.0689895309,-0.8222906346
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.82232148, 53.0689693857]",True,1,0,"[53.0689693857, -0.82232148]","Devon Park, Newark-on-Trent, UK",53.0689693857,-0.82232148
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8222721944, 53.0690234754]",True,2,0,"[53.0690234754, -0.8222721944]","Devon Park, Newark-on-Trent, UK",53.0690234754,-0.8222721944
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.8223519901, 53.0689531688]",True,2,0,"[53.0689531688, -0.8223519901]","Devon Park, Newark-on-Trent, UK",53.0689531688,-0.8223519901
research,2022-10-25,Asian Lady Beetle,2.0,Harmonia axyridis,"[-0.822305722, 53.0689964809]",True,2,0,"[53.0689964809, -0.822305722]","Devon Park, Newark-on-Trent, UK",53.0689964809,-0.822305722
research,2022-10-16,Harlekin-Marienkäfer,35.0,Harmonia axyridis,"[-3.2044966667, 51.510825]",True,1,0,"[51.510825, -3.2044966667]","Manor Way, Cardiff, Wales, GB",51.510825,-3.2044966667
research,2022-10-18,Asian Lady Beetle,,Harmonia axyridis,"[1.0767511, 51.2764254639]",False,1,0,"[51.2764254639, 1.0767511]","Canterbury CT1 2QP, UK",51.2764254639,1.0767511
research,2022-10-27,Asian Lady Beetle,,Harmonia axyridis,"[-3.180479, 55.940409]",False,2,0,"[55.940409, -3.180479]","Bernard Terrace, Newington, Edinburgh EH8 9NZ, UK",55.940409,-3.180479
research,2022-10-27,Harlekin-Marienkäfer,162.0,Harmonia axyridis,"[-2.7091641416, 53.7537567065]",False,1,0,"[53.7537567065, -2.7091641416]","W Cliff, Preston, England, GB",53.7537567065,-2.7091641416
research,2022-10-23,Harlekin-Marienkäfer,207.0,Harmonia axyridis,"[-2.5842225552, 51.5391818234]",True,1,0,"[51.5391818234, -2.5842225552]","Patchway, Bristol BS34 5RS, UK",51.5391818234,-2.5842225552
research,2022-10-20,Asian Lady Beetle,101.0,Harmonia axyridis,"[-2.139720507, 52.5895960737]",False,1,0,"[52.5895960737, -2.139720507]",West Park,52.5895960737,-2.139720507
research,2022-10-27,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.6080972222, 51.482575]",False,1,0,"[51.482575, -2.6080972222]","Henleaze, Bristol, UK",51.482575,-2.6080972222
research,2022-10-27,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.55647, 55.2210216667]",True,1,0,"[55.2210216667, -1.55647]","Second Row, Morpeth, England, GB",55.2210216667,-1.55647
research,2022-10-27,Asian Lady Beetle,8490.0,Harmonia axyridis,"[-2.1256590262, 52.5867828626]",False,4,1,"[52.5867828626, -2.1256590262]","Wolverhampton WV1, UK",52.5867828626,-2.1256590262
research,2022-10-14,Asian Lady Beetle,,Harmonia axyridis,"[-1.7432916667, 54.9909916667]",False,1,0,"[54.9909916667, -1.7432916667]","Newcastle upon Tyne NE15, UK",54.9909916667,-1.7432916667
research,2022-10-24,Asian Lady Beetle,8.0,Harmonia axyridis,"[-2.1782527864, 53.0217683337]",True,4,1,"[53.0217683337, -2.1782527864]","Hanley, Stoke-on-Trent ST1 4FA, UK",53.0217683337,-2.1782527864
research,2022-10-25,Asian Lady Beetle,175.0,Harmonia axyridis,"[1.7007454857, 52.4136980757]",False,4,1,"[52.4136980757, 1.7007454857]",Africa Alive Zoological Reserve,52.4136980757,1.7007454857
research,2022-10-26,Asian Lady Beetle,50.0,Harmonia axyridis,"[-1.9749014452, 52.4612197387]",,2,0,"[52.4612197387, -1.9749014452]","West Midlands, England, GB",52.4612197387,-1.9749014452
research,2022-10-26,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.2728944444, 51.336325]",False,1,0,"[51.336325, -0.2728944444]","Epsom, UK",51.336325,-0.2728944444
research,2022-10-09,Божья коровка-арлекин,,Harmonia axyridis,"[-4.2536, 51.680775]",True,4,1,"[51.680775, -4.2536]","Scott Living, Burry Port SA16 0ER, UK",51.680775,-4.2536
research,2022-10-26,Asian Lady Beetle,26196.0,Harmonia axyridis,"[0.2228207054, 51.5492340732]",True,1,0,"[51.5492340732, 0.2228207054]","England, GB",51.5492340732,0.2228207054
research,2022-10-26,Asian Lady Beetle,10.0,Harmonia axyridis,"[-0.0871278333, 51.4735833333]",True,1,0,"[51.4735833333, -0.0871278333]","Camberwell Church St, London, England, GB",51.4735833333,-0.0871278333
research,2022-10-26,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.1644056663, 51.4805917478]",False,1,0,"[51.4805917478, -0.1644056663]","Herb Garden, Battersea Park, London, UK",51.4805917478,-0.1644056663
research,2022-10-26,Asian Lady Beetle,,Harmonia axyridis,"[-0.1645494, 51.4805430997]",True,1,0,"[51.4805430997, -0.1645494]","Battersea, London, UK",51.4805430997,-0.1645494
research,2022-10-26,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.1643208414, 51.4806675433]",False,1,0,"[51.4806675433, -0.1643208414]","Herb Garden, Battersea Park, London, UK",51.4806675433,-0.1643208414
research,2022-10-26,Asian Lady Beetle,,Harmonia axyridis,"[-3.8085784997, 51.6538255]",False,4,1,"[51.6538255, -3.8085784997]","St Catherine`s, Neath SA11 1TB, UK",51.6538255,-3.8085784997
research,2022-10-26,Asian Lady Beetle,15.0,Harmonia axyridis,"[-2.0810961351, 52.5140513821]",True,1,0,"[52.5140513821, -2.0810961351]","Dudley DY1, UK",52.5140513821,-2.0810961351
research,2022-10-26,Asian Lady Beetle,110.0,Harmonia axyridis,"[-1.9532830715, 50.9593925476]",True,1,0,"[50.9593925476, -1.9532830715]",Dorset,50.9593925476,-1.9532830715
research,2022-10-26,Harlekin-Marienkäfer,5.0,Harmonia axyridis,"[-0.6481099129, 53.5815429688]",True,4,1,"[53.5815429688, -0.6481099129]",Scunthorpe,53.5815429688,-0.6481099129
research,2022-10-26,Asian Lady Beetle,3.0,Harmonia axyridis,"[-0.4608005751, 53.7253362313]",True,2,0,"[53.7253362313, -0.4608005751]","Meadow Road, Hessle, England, GB",53.7253362313,-0.4608005751
research,2022-10-26,Asian Lady Beetle,22.0,Harmonia axyridis,"[-0.1312361667, 51.53077]",False,1,0,"[51.53077, -0.1312361667]","Euston, London, Inglaterra, GB",51.53077,-0.1312361667
research,2022-10-26,Asian Lady Beetle,,Harmonia axyridis,"[-0.8029957414, 53.1264381409]",True,1,0,"[53.1264381409, -0.8029957414]",Holme,53.1264381409,-0.8029957414
research,2022-10-24,Harlekin-Marienkäfer,176.0,Harmonia axyridis,"[1.2386608869, 51.8444174631]",True,2,0,"[51.8444174631, 1.2386608869]","Back Fields, Kirby Cross, Frinton-on-Sea CO13, UK",51.8444174631,1.2386608869
research,2022-10-25,Asian Lady Beetle,16.0,Harmonia axyridis,"[-2.32542, 51.2292616667]",False,2,0,"[51.2292616667, -2.32542]","Park Road, Frome, England, GB",51.2292616667,-2.32542
research,2022-10-25,Asian Lady Beetle,21.0,Harmonia axyridis,"[-1.2792537212, 50.7509117126]",True,2,0,"[50.7509117126, -1.2792537212]",Isle of Wight,50.7509117126,-1.2792537212
research,2022-10-25,Asian Lady Beetle,38.0,Harmonia axyridis,"[-3.2385467, 55.9456137]",True,2,0,"[55.9456137, -3.2385467]","Edinburgh EH12 6DD, UK",55.9456137,-3.2385467
research,2022-10-25,Asian Lady Beetle,26.0,Harmonia axyridis,"[-3.233734, 55.9470716]",False,1,0,"[55.9470716, -3.233734]","Murrayfield, Edinburgh EH12, UK",55.9470716,-3.233734
research,2022-10-25,Asian Lady Beetle,58.0,Harmonia axyridis,"[-1.7447611847, 54.6495568491]",True,1,0,"[54.6495568491, -1.7447611847]","St Cuthberts Ave, Bishop Auckland, England, GB",54.6495568491,-1.7447611847
research,2022-10-25,Asian Lady Beetle,35.0,Harmonia axyridis,"[-1.2608416667, 51.7589116667]",True,1,0,"[51.7589116667, -1.2608416667]","University of Oxford, Oxford, England, GB",51.7589116667,-1.2608416667
research,2022-10-25,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.5054717064, 53.2213401794]",True,2,0,"[53.2213401794, -1.5054717064]",Chesterfield,53.2213401794,-1.5054717064
research,2022-10-25,Harlekin-Marienkäfer,,Harmonia axyridis,"[-1.539042145, 53.994359452]",True,1,0,"[53.994359452, -1.539042145]","Harrogate HG1, UK",53.994359452,-1.539042145
research,2022-10-25,Asian Lady Beetle,14.0,Harmonia axyridis,"[-0.0787166667, 51.4740616667]",True,1,0,"[51.4740616667, -0.0787166667]","Barrington House, London, England, GB",51.4740616667,-0.0787166667
research,2022-10-24,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-6.223025, 53.3045216667]",False,1,0,"[53.3045216667, -6.223025]","Roebuck, Dublin, Ireland",53.3045216667,-6.223025
research,2022-10-22,Harlekin-Marienkäfer,22.0,Harmonia axyridis,"[-2.2576633333, 53.4774033333]",True,1,0,"[53.4774033333, -2.2576633333]","Manchester, England, GB",53.4774033333,-2.2576633333
research,2022-10-24,Asian Lady Beetle,,Harmonia axyridis,"[-0.1535212621, 51.481140688]",False,1,0,"[51.481140688, -0.1535212621]","Battersea Park, London SW11 4NJ, UK",51.481140688,-0.1535212621
research,2022-10-24,Harlekin-Marienkäfer,13.0,Harmonia axyridis,"[-0.6566051841, 52.4742126465]",False,1,0,"[52.4742126465, -0.6566051841]",Stanion,52.4742126465,-0.6566051841
research,2022-10-24,Asian Lady Beetle,5.0,Harmonia axyridis,"[-3.203427, 55.950726]",False,2,0,"[55.950726, -3.203427]","Princes Street (Stop PY), Edinburgh EH2 4AA, UK",55.950726,-3.203427
research,2022-10-23,Asian Lady Beetle,269.0,Harmonia axyridis,"[-8.4736939924, 51.8886284019]",False,3,0,"[51.8886284019, -8.4736939924]","Mount Pleasant Ave, Cork, Co. Cork, IE",51.8886284019,-8.4736939924
research,2022-10-24,Asian Lady Beetle,113.0,Harmonia axyridis,"[0.3462923169, 51.470123291]",True,4,1,"[51.470123291, 0.3462923169]",Thurrock,51.470123291,0.3462923169
research,2022-10-24,Harlekin-Marienkäfer,9.0,Harmonia axyridis,"[-0.0478555, 51.4500833333]",True,1,0,"[51.4500833333, -0.0478555]","Honor Oak Park, London, England, GB",51.4500833333,-0.0478555
research,2022-10-23,Asian Lady Beetle,4.0,Harmonia axyridis,"[-3.2049366667, 55.949925]",True,4,1,"[55.949925, -3.2049366667]","Lothian Road, Edinburgh, Scotland, GB",55.949925,-3.2049366667
research,2022-10-21,Asian Lady Beetle,35.0,Harmonia axyridis,"[-2.0929388333, 53.9527783333]",False,3,0,"[53.9527783333, -2.0929388333]","Church Lane, Skipton, England, GB",53.9527783333,-2.0929388333
research,2022-10-24,Harlekin-Marienkäfer,286.0,Harmonia axyridis,"[-2.5826863199, 51.5386867591]",False,1,0,"[51.5386867591, -2.5826863199]","Bristol BS32 4SX, UK",51.5386867591,-2.5826863199
research,2022-10-22,Harlekin-Marienkäfer,8057.0,Harmonia axyridis,"[-1.5089521185, 52.4127863893]",True,1,0,"[52.4127863893, -1.5089521185]",Coventry,52.4127863893,-1.5089521185
research,2022-10-23,Asian Lady Beetle,1400939.0,Harmonia axyridis,"[-2.7030900121, 53.7633652629]",False,2,0,"[53.7633652629, -2.7030900121]",Preston,53.7633652629,-2.7030900121
research,2022-10-23,Asian Lady Beetle,4.0,Harmonia axyridis,"[-0.3348499835, 51.4371337891]",True,1,0,"[51.4371337891, -0.3348499835]",Twickenham,51.4371337891,-0.3348499835
research,2022-10-23,Asian Lady Beetle,4.0,Harmonia axyridis,"[-1.319905, 51.4034366667]",True,1,0,"[51.4034366667, -1.319905]","Victoria Park, Newbury, England, GB",51.4034366667,-1.319905
research,2022-10-23,Asian Lady Beetle,177.0,Harmonia axyridis,"[-0.5441722646, 51.8501888612]",False,3,0,"[51.8501888612, -0.5441722646]",ZSL Whipsnade Zoo,51.8501888612,-0.5441722646
research,2022-10-23,Harlekin-Marienkäfer,4.0,Harmonia axyridis,"[-8.57478908, 51.67788124]",True,1,0,"[51.67788124, -8.57478908]","Ballinroe, Dooneen, Co. Cork, Ireland",51.67788124,-8.57478908
research,2022-10-23,Asian Lady Beetle,,Harmonia axyridis,"[-2.5744087, 51.4490926]",True,4,1,"[51.4490926, -2.5744087]","St Philip's Marsh, Bristol, UK",51.4490926,-2.5744087
research,2022-10-23,Harlekin-Marienkäfer,175.0,Harmonia axyridis,"[-0.9014693275, 52.2250414928]",False,1,0,"[52.2250414928, -0.9014693275]","Northampton NN4, UK",52.2250414928,-0.9014693275
research,2022-10-23,Harlekin-Marienkäfer,,Harmonia axyridis,"[-2.7765808, 53.4195581]",True,1,0,"[53.4195581, -2.7765808]","Merseyside, England, GB",53.4195581,-2.7765808
research,2022-10-23,Asian Lady Beetle,,Harmonia axyridis,"[-2.2384222222, 52.2024722222]",False,2,0,"[52.2024722222, -2.2384222222]","Worcester District, Worcester, UK",52.2024722222,-2.2384222222
research,2022-10-23,Asian Lady Beetle,,Harmonia axyridis,"[-2.506739, 51.4837139722]",False,1,0,"[51.4837139722, -2.506739]","Victoria Street, Bristol BS16 5SY, UK",51.4837139722,-2.506739
research,2022-10-22,Asian Lady Beetle,8.0,Harmonia axyridis,"[-2.6065966667, 51.4862716667]",False,2,0,"[51.4862716667, -2.6065966667]","Wanscow Walk, Bristol, England, GB",51.4862716667,-2.6065966667
research,2022-10-22,Harlekin-Marienkäfer,,Harmonia axyridis,"[-0.1791716667, 51.4150566667]",True,1,0,"[51.4150566667, -0.1791716667]","Merton, England, United Kingdom",51.4150566667,-0.1791716667
research,2022-10-20,Asian Lady Beetle,26004.0,Harmonia axyridis,"[1.1266233805, 52.6156596585]",True,1,0,"[52.6156596585, 1.1266233805]","Norfolk, England, GB",52.6156596585,1.1266233805
research,2022-06-29,Harlekin-Marienkäfer,182.0,Harmonia axyridis,"[-1.9556415081, 52.5108748047]",False,2,0,"[52.5108748047, -1.9556415081]",116 Raleigh Close,52.5108748047,-1.9556415081
research,2022-10-22,Harlekin-Marienkäfer,7.0,Harmonia axyridis,"[-8.3184219897, 51.8960712727]",True,2,0,"[51.8960712727, -8.3184219897]","Fóite/Fota, Harpers Island, Co. Cork, Ireland",51.8960712727,-8.3184219897
